ДАТА,ТИП,СО СЧЁТА,НА СЧЁТ / НА КАТЕГОРИЮ,СУММА,ВАЛЮТА,СУММА 2,ВАЛЮТА 2,МЕТКИ,ЗАМЕТКИ
21.02.2022,Расход,Карта,Хавчик,330,KZT,330,KZT,,
21.02.2022,Расход,Карта,Хавчик,1180,KZT,1180,KZT,,
20.02.2022,Расход,Карта,Хавчик,400,KZT,400,KZT,,
19.02.2022,Расход,Карта,Хавчик,410,KZT,410,KZT,,
19.02.2022,Расход,Карта,Хавчик,965,KZT,965,KZT,,
17.02.2022,Расход,Карта,Хавчик,782,KZT,782,KZT,,
16.02.2022,Расход,Карта,Хавчик,1080,KZT,1080,KZT,,
16.02.2022,Расход,Карта,Хавчик,525,KZT,525,KZT,,
15.02.2022,Расход,Карта,Хавчик,585,KZT,585,KZT,,
15.02.2022,Расход,Карта,Хавчик,400,KZT,400,KZT,,
15.02.2022,Расход,Карта,Хавчик,555,KZT,555,KZT,,
14.02.2022,Расход,Карта,Хавчик,2260,KZT,2260,KZT,,
13.02.2022,Расход,Карта,Хавчик,1085,KZT,1085,KZT,,
12.02.2022,Расход,Карта,Покупки,850,KZT,850,KZT,,
12.02.2022,Расход,Карта,Хавчик,1400,KZT,1400,KZT,,
12.02.2022,Расход,Карта,Покупки,200,KZT,200,KZT,,
11.02.2022,Расход,Карта,Хавчик,1808,KZT,1808,KZT,,
10.02.2022,Расход,Карта,Хавчик,790,KZT,790,KZT,,
10.02.2022,Расход,Карта,Покупки,240,KZT,240,KZT,,
10.02.2022,Расход,Карта,Покупки,750,KZT,750,KZT,,
10.02.2022,Расход,Карта,Хавчик,590,KZT,590,KZT,,
09.02.2022,Расход,Карта,Хавчик,350,KZT,350,KZT,,
09.02.2022,Расход,Карта,Покупки,140,KZT,140,KZT,,
08.02.2022,Расход,Карта,Хавчик,990,KZT,990,KZT,,
07.02.2022,Расход,Карта,Хавчик,490,KZT,490,KZT,,
07.02.2022,Расход,Карта,Хавчик,240,KZT,240,KZT,,
07.02.2022,Расход,Карта,Хавчик,400,KZT,400,KZT,,
06.02.2022,Расход,Карта,Образование,1800,KZT,1800,KZT,,
06.02.2022,Расход,Карта,Досуг,3000,KZT,3000,KZT,,
06.02.2022,Расход,Карта,Хавчик,250,KZT,250,KZT,,
06.02.2022,Расход,Карта,Хавчик,1490,KZT,1490,KZT,,
05.02.2022,Расход,Карта,Хавчик,170,KZT,170,KZT,,
04.02.2022,Расход,Карта,Хавчик,860,KZT,860,KZT,,
03.02.2022,Расход,Карта,Хавчик,1420,KZT,1420,KZT,,
03.02.2022,Расход,Карта,Хавчик,1150,KZT,1150,KZT,,
02.02.2022,Расход,Карта,Хавчик,560,KZT,560,KZT,,
01.02.2022,Расход,Карта,Хавчик,580,KZT,580,KZT,,
01.02.2022,Расход,Карта,Одежда,16000,KZT,16000,KZT,,
31.01.2022,Расход,Карта,Жильё,30000,KZT,30000,KZT,,
31.01.2022,Расход,Карта,Хавчик,550,KZT,550,KZT,,
31.01.2022,Расход,Карта,Хавчик,820,KZT,820,KZT,,
31.01.2022,Расход,Карта,Покупки,600,KZT,600,KZT,,
31.01.2022,Расход,Карта,Хавчик,1440,KZT,1440,KZT,,
30.01.2022,Расход,Карта,Хавчик,640,KZT,640,KZT,,
28.01.2022,Расход,Карта,Хавчик,820,KZT,820,KZT,,
28.01.2022,Расход,Карта,Хавчик,720,KZT,720,KZT,,
27.01.2022,Расход,Карта,Хавчик,770,KZT,770,KZT,,
25.01.2022,Расход,Карта,Транспорт,370,KZT,370,KZT,,
25.01.2022,Расход,Карта,Одежда,12700,KZT,12700,KZT,,
25.01.2022,Расход,Карта,Хавчик,1190,KZT,1190,KZT,,
24.01.2022,Расход,Карта,Хавчик,250,KZT,250,KZT,,
24.01.2022,Расход,Карта,Хавчик,1400,KZT,1400,KZT,,
24.01.2022,Расход,Карта,Тариф,3000,KZT,3000,KZT,,
23.01.2022,Расход,Карта,Хавчик,340,KZT,340,KZT,,
22.01.2022,Расход,Карта,Хавчик,1170,KZT,1170,KZT,,
22.01.2022,Расход,Карта,Транспорт,630,KZT,630,KZT,,
22.01.2022,Расход,Карта,Хавчик,430,KZT,430,KZT,,
22.01.2022,Расход,Карта,Хавчик,1800,KZT,1800,KZT,,
22.01.2022,Расход,Карта,Транспорт,1000,KZT,1000,KZT,,
22.01.2022,Расход,Карта,Транспорт,5000,KZT,5000,KZT,,
01.01.2022,Расход,Карта,Транспорт,250,KZT,250,KZT,,
01.01.2022,Расход,Карта,Хавчик,335,KZT,335,KZT,,
01.01.2022,Расход,Карта,Хавчик,780,KZT,780,KZT,,
01.01.2022,Расход,Карта,Транспорт,600,KZT,600,KZT,,
01.01.2022,Расход,Карта,Транспорт,100,KZT,100,KZT,,
31.12.2021,Расход,Карта,Жильё,30000,KZT,30000,KZT,,
29.12.2021,Расход,Карта,Транспорт,350,KZT,350,KZT,,
29.12.2021,Расход,Карта,Транспорт,800,KZT,800,KZT,,
29.12.2021,Расход,Карта,Транспорт,1000,KZT,1000,KZT,,
29.12.2021,Расход,Карта,Хавчик,500,KZT,500,KZT,,
29.12.2021,Расход,Карта,Хавчик,825,KZT,825,KZT,,
29.12.2021,Расход,Карта,Транспорт,1370,KZT,1370,KZT,,
29.12.2021,Расход,Карта,Транспорт,4500,KZT,4500,KZT,,
28.12.2021,Расход,Карта,Хавчик,885,KZT,885,KZT,,
28.12.2021,Расход,Карта,Хавчик,960,KZT,960,KZT,,
27.12.2021,Расход,Карта,Хавчик,160,KZT,160,KZT,,
27.12.2021,Расход,Карта,Покупки,120,KZT,120,KZT,,
27.12.2021,Расход,Карта,Хавчик,600,KZT,600,KZT,,
27.12.2021,Расход,Карта,Хавчик,522,KZT,522,KZT,,
26.12.2021,Расход,Карта,Хавчик,192,KZT,192,KZT,,
26.12.2021,Расход,Карта,Хавчик,1716,KZT,1716,KZT,,
26.12.2021,Расход,Карта,Продукты,200,KZT,200,KZT,,
25.12.2021,Расход,Карта,Хавчик,432,KZT,432,KZT,,
25.12.2021,Расход,Карта,Хавчик,522,KZT,522,KZT,,
24.12.2021,Расход,Карта,Тариф,3000,KZT,3000,KZT,,
24.12.2021,Расход,Карта,Хавчик,192,KZT,192,KZT,,
24.12.2021,Расход,Карта,Хавчик,610,KZT,610,KZT,,
23.12.2021,Расход,Карта,Продукты,430,KZT,430,KZT,,
23.12.2021,Расход,Карта,Хавчик,930,KZT,930,KZT,,
21.12.2021,Расход,Карта,Хавчик,570,KZT,570,KZT,,
21.12.2021,Расход,Карта,Хавчик,250,KZT,250,KZT,,
21.12.2021,Расход,Карта,Продукты,2036,KZT,2036,KZT,,
20.12.2021,Расход,Карта,Хавчик,860,KZT,860,KZT,,
20.12.2021,Расход,Карта,Хавчик,702,KZT,702,KZT,,
17.12.2021,Расход,Карта,Хавчик,815,KZT,815,KZT,,
17.12.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
17.12.2021,Расход,Карта,Хавчик,582,KZT,582,KZT,,
16.12.2021,Расход,Карта,Хавчик,392,KZT,392,KZT,,
15.12.2021,Расход,Карта,Досуг,1800,KZT,1800,KZT,,
15.12.2021,Расход,Карта,Хавчик,724,KZT,724,KZT,,
15.12.2021,Расход,Карта,Хавчик,750,KZT,750,KZT,,
15.12.2021,Расход,Карта,Транспорт,120,KZT,120,KZT,,
15.12.2021,Расход,Карта,Хавчик,210,KZT,210,KZT,,
15.12.2021,Расход,Карта,Покупки,540,KZT,540,KZT,,
15.12.2021,Расход,Карта,Хавчик,528,KZT,528,KZT,,
14.12.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
13.12.2021,Расход,Карта,Хавчик,440,KZT,440,KZT,,
13.12.2021,Расход,Карта,Хавчик,277,KZT,277,KZT,,
13.12.2021,Расход,Карта,Покупки,1200,KZT,1200,KZT,,
12.12.2021,Расход,Карта,Покупки,1500,KZT,1500,KZT,,
12.12.2021,Расход,Карта,Транспорт,60,KZT,60,KZT,,
12.12.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
11.12.2021,Расход,Карта,Хавчик,220,KZT,220,KZT,,
10.12.2021,Расход,Карта,Хавчик,1127,KZT,1127,KZT,,
10.12.2021,Расход,Карта,Хавчик,1190,KZT,1190,KZT,,
09.12.2021,Расход,Карта,Транспорт,400,KZT,400,KZT,,
09.12.2021,Расход,Карта,Транспорт,227,KZT,227,KZT,,
09.12.2021,Расход,Карта,Хавчик,645,KZT,645,KZT,,
09.12.2021,Расход,Карта,Хавчик,700,KZT,700,KZT,,
08.12.2021,Расход,Карта,Хавчик,175,KZT,175,KZT,,
08.12.2021,Расход,Карта,Транспорт,1460,KZT,1460,KZT,,
07.12.2021,Расход,Карта,Хавчик,320,KZT,320,KZT,,
07.12.2021,Расход,Карта,Покупки,600,KZT,600,KZT,,
07.12.2021,Расход,Карта,Покупки,600,KZT,600,KZT,,
06.12.2021,Расход,Карта,Покупки,108,KZT,108,KZT,,
06.12.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
05.12.2021,Расход,Карта,Хавчик,120,KZT,120,KZT,,
05.12.2021,Расход,Карта,Покупки,1870,KZT,1870,KZT,,
05.12.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
05.12.2021,Расход,Карта,Хавчик,320,KZT,320,KZT,,
04.12.2021,Расход,Карта,Продукты,6438,KZT,6438,KZT,,
04.12.2021,Расход,Карта,Покупки,100,KZT,100,KZT,,
04.12.2021,Расход,Карта,Хавчик,330,KZT,330,KZT,,
04.12.2021,Расход,Карта,Хавчик,300,KZT,300,KZT,,
03.12.2021,Расход,Карта,Хавчик,1180,KZT,1180,KZT,,
03.12.2021,Расход,Карта,Покупки,6180,KZT,6180,KZT,,
03.12.2021,Расход,Карта,Хавчик,250,KZT,250,KZT,,
03.12.2021,Расход,Карта,Хавчик,500,KZT,500,KZT,,
02.12.2021,Расход,Карта,Хавчик,58,KZT,58,KZT,,
02.12.2021,Расход,Карта,Хавчик,494,KZT,494,KZT,,
02.12.2021,Расход,Карта,Хавчик,487,KZT,487,KZT,,
02.12.2021,Расход,Карта,Хавчик,93,KZT,93,KZT,,
02.12.2021,Расход,Карта,Хавчик,445,KZT,445,KZT,,
02.12.2021,Расход,Карта,Хавчик,300,KZT,300,KZT,,
01.12.2021,Расход,Карта,Транспорт,440,KZT,440,KZT,,
01.12.2021,Расход,Карта,Покупки,50,KZT,50,KZT,,
01.12.2021,Расход,Карта,Хавчик,210,KZT,210,KZT,,
01.12.2021,Расход,Карта,Хавчик,265,KZT,265,KZT,,
30.11.2021,Расход,Карта,Жильё,30000,KZT,30000,KZT,,
30.11.2021,Расход,Карта,Хавчик,1138,KZT,1138,KZT,,
30.11.2021,Расход,Карта,Хавчик,80,KZT,80,KZT,,
30.11.2021,Расход,Карта,Хавчик,833,KZT,833,KZT,,
30.11.2021,Расход,Карта,Хавчик,1539,KZT,1539,KZT,,
30.11.2021,Расход,Карта,Покупки,530,KZT,530,KZT,,
30.11.2021,Расход,Карта,Тариф,2543,KZT,2543,KZT,,
30.11.2021,Расход,Карта,Тариф,448,KZT,448,KZT,,
29.11.2021,Расход,Карта,Покупки,250,KZT,250,KZT,,
29.11.2021,Расход,Карта,Покупки,2500,KZT,2500,KZT,,
29.11.2021,Расход,Карта,Хавчик,300,KZT,300,KZT,,
28.11.2021,Расход,Карта,Хавчик,260,KZT,260,KZT,,
27.11.2021,Расход,Карта,Досуг,600,KZT,600,KZT,,
27.11.2021,Расход,Карта,Хавчик,640,KZT,640,KZT,,
26.11.2021,Расход,Карта,Хавчик,2590,KZT,2590,KZT,,
26.11.2021,Расход,Карта,Хавчик,460,KZT,460,KZT,,
25.11.2021,Расход,Карта,Хавчик,230,KZT,230,KZT,,
25.11.2021,Расход,Карта,Покупки,60,KZT,60,KZT,,
25.11.2021,Расход,Карта,Хавчик,290,KZT,290,KZT,,
25.11.2021,Расход,Карта,Хавчик,300,KZT,300,KZT,,
25.11.2021,Расход,Карта,Покупки,215,KZT,215,KZT,,
25.11.2021,Расход,Карта,Хавчик,566,KZT,566,KZT,,
24.11.2021,Расход,Карта,Покупки,85,KZT,85,KZT,,
24.11.2021,Расход,Карта,Покупки,145,KZT,145,KZT,,
24.11.2021,Расход,Карта,Хавчик,229,KZT,229,KZT,,
24.11.2021,Расход,Карта,Хавчик,262,KZT,262,KZT,,
23.11.2021,Расход,Карта,Покупки,200,KZT,200,KZT,,
23.11.2021,Расход,Карта,Покупки,70,KZT,70,KZT,,
23.11.2021,Расход,Карта,Хавчик,80,KZT,80,KZT,,
23.11.2021,Расход,Карта,Хавчик,165,KZT,165,KZT,,
23.11.2021,Расход,Карта,Хавчик,165,KZT,165,KZT,,
23.11.2021,Расход,Карта,Хавчик,165,KZT,165,KZT,,
23.11.2021,Расход,Карта,Покупки,116,KZT,116,KZT,,
23.11.2021,Расход,Карта,Покупки,165,KZT,165,KZT,,
23.11.2021,Расход,Карта,Хавчик,200,KZT,200,KZT,,
22.11.2021,Расход,Карта,Хавчик,130,KZT,130,KZT,,
22.11.2021,Расход,Карта,Хавчик,130,KZT,130,KZT,,
22.11.2021,Расход,Карта,Хавчик,260,KZT,260,KZT,,
22.11.2021,Расход,Карта,Хавчик,500,KZT,500,KZT,,
22.11.2021,Расход,Карта,Хавчик,420,KZT,420,KZT,,
21.11.2021,Расход,Карта,Хавчик,210,KZT,210,KZT,,
21.11.2021,Расход,Карта,Хавчик,1195,KZT,1195,KZT,,
21.11.2021,Расход,Карта,Хавчик,300,KZT,300,KZT,,
20.11.2021,Расход,Карта,Хавчик,100,KZT,100,KZT,,
20.11.2021,Расход,Карта,Досуг,480,KZT,480,KZT,,
20.11.2021,Расход,Карта,Хавчик,400,KZT,400,KZT,,
20.11.2021,Расход,Карта,Хавчик,600,KZT,600,KZT,,
20.11.2021,Расход,Карта,Хавчик,600,KZT,600,KZT,,
19.11.2021,Расход,Карта,Хавчик,250,KZT,250,KZT,,
19.11.2021,Расход,Карта,Хавчик,470,KZT,470,KZT,,
19.11.2021,Расход,Карта,Покупки,450,KZT,450,KZT,,
19.11.2021,Расход,Карта,Покупки,590,KZT,590,KZT,,
19.11.2021,Расход,Карта,Хавчик,510,KZT,510,KZT,,
18.11.2021,Расход,Карта,Покупки,140,KZT,140,KZT,,
18.11.2021,Расход,Карта,Покупки,228,KZT,228,KZT,,
18.11.2021,Расход,Карта,Хавчик,250,KZT,250,KZT,,
18.11.2021,Расход,Карта,Покупки,235,KZT,235,KZT,,
18.11.2021,Расход,Карта,Транспорт,1190,KZT,1190,KZT,,
17.11.2021,Расход,Карта,Покупки,75,KZT,75,KZT,,
17.11.2021,Расход,Карта,Хавчик,750,KZT,750,KZT,,
16.11.2021,Расход,Карта,Покупки,200,KZT,200,KZT,,
16.11.2021,Расход,Карта,Покупки,300,KZT,300,KZT,,
16.11.2021,Расход,Карта,Хавчик,250,KZT,250,KZT,,
16.11.2021,Расход,Карта,Хавчик,500,KZT,500,KZT,,
16.11.2021,Расход,Карта,Хавчик,190,KZT,190,KZT,,
15.11.2021,Расход,Карта,Хавчик,500,KZT,500,KZT,,
15.11.2021,Расход,Карта,Хавчик,880,KZT,880,KZT,,
15.11.2021,Расход,Карта,Транспорт,160,KZT,160,KZT,,
15.11.2021,Расход,Карта,Транспорт,80,KZT,80,KZT,,
15.11.2021,Расход,Карта,Хавчик,130,KZT,130,KZT,,
15.11.2021,Расход,Карта,Хавчик,500,KZT,500,KZT,,
14.11.2021,Расход,Карта,Хавчик,440,KZT,440,KZT,,
14.11.2021,Расход,Карта,Хавчик,100,KZT,100,KZT,,
14.11.2021,Расход,Карта,Хавчик,100,KZT,100,KZT,,
13.11.2021,Расход,Карта,Хавчик,530,KZT,530,KZT,,
13.11.2021,Расход,Карта,Хавчик,1340,KZT,1340,KZT,,
13.11.2021,Расход,Карта,Досуг,3000,KZT,3000,KZT,,
12.11.2021,Расход,Карта,Покупки,1000,KZT,1000,KZT,,
12.11.2021,Расход,Карта,Покупки,110,KZT,110,KZT,,
12.11.2021,Расход,Карта,Покупки,2190,KZT,2190,KZT,,
12.11.2021,Расход,Карта,Хавчик,500,KZT,500,KZT,,
12.11.2021,Расход,Карта,Хавчик,560,KZT,560,KZT,,
11.11.2021,Расход,Карта,Хавчик,450,KZT,450,KZT,,
11.11.2021,Расход,Карта,Хавчик,120,KZT,120,KZT,,
11.11.2021,Расход,Карта,Хавчик,1310,KZT,1310,KZT,,
10.11.2021,Расход,Карта,Хавчик,550,KZT,550,KZT,,
10.11.2021,Расход,Карта,Хавчик,680,KZT,680,KZT,,
10.11.2021,Расход,Карта,Транспорт,480,KZT,480,KZT,,
10.11.2021,Расход,Карта,Хавчик,560,KZT,560,KZT,,
09.11.2021,Расход,Карта,Хавчик,290,KZT,290,KZT,,
09.11.2021,Расход,Карта,Хавчик,410,KZT,410,KZT,,
09.11.2021,Расход,Карта,Хавчик,350,KZT,350,KZT,,
09.11.2021,Расход,Карта,Хавчик,620,KZT,620,KZT,,
08.11.2021,Расход,Карта,Хавчик,250,KZT,250,KZT,,
08.11.2021,Расход,Карта,Хавчик,250,KZT,250,KZT,,
07.11.2021,Расход,Карта,Продукты,2535,KZT,2535,KZT,,
07.11.2021,Расход,Карта,Хавчик,250,KZT,250,KZT,,
06.11.2021,Расход,Карта,Покупки,325,KZT,325,KZT,,
06.11.2021,Расход,Карта,Покупки,525,KZT,525,KZT,,
06.11.2021,Расход,Карта,Продукты,475,KZT,475,KZT,,
05.11.2021,Расход,Карта,Хавчик,450,KZT,450,KZT,,
04.11.2021,Расход,Карта,Хавчик,1560,KZT,1560,KZT,,
04.11.2021,Расход,Карта,Хавчик,420,KZT,420,KZT,,
03.11.2021,Расход,Карта,Покупки,300,KZT,300,KZT,,
03.11.2021,Расход,Карта,Покупки,1980,KZT,1980,KZT,,
03.11.2021,Расход,Карта,Покупки,840,KZT,840,KZT,,
02.11.2021,Расход,Карта,Хавчик,1650,KZT,1650,KZT,,
02.11.2021,Расход,Карта,Продукты,500,KZT,500,KZT,,
01.11.2021,Расход,Карта,Продукты,310,KZT,310,KZT,,
01.11.2021,Расход,Карта,Покупки,200,KZT,200,KZT,,
01.11.2021,Расход,Карта,Продукты,210,KZT,210,KZT,,
01.11.2021,Расход,Карта,Продукты,376,KZT,376,KZT,,
31.10.2021,Расход,Карта,Жильё,30000,KZT,30000,KZT,,
31.10.2021,Расход,Карта,Одежда,20000,KZT,20000,KZT,,
31.10.2021,Расход,Карта,Хавчик,1170,KZT,1170,KZT,,
31.10.2021,Расход,Карта,Покупки,560,KZT,560,KZT,,
31.10.2021,Расход,Карта,Транспорт,400,KZT,400,KZT,,
30.10.2021,Расход,Карта,Хавчик,1180,KZT,1180,KZT,,
30.10.2021,Расход,Карта,Покупки,150,KZT,150,KZT,,
30.10.2021,Расход,Карта,Хавчик,470,KZT,470,KZT,,
30.10.2021,Расход,Карта,Досуг,500,KZT,500,KZT,,
30.10.2021,Расход,Карта,Хавчик,700,KZT,700,KZT,,
30.10.2021,Расход,Карта,Покупки,2720,KZT,2720,KZT,,
29.10.2021,Расход,Карта,Хавчик,2090,KZT,2090,KZT,,
29.10.2021,Расход,Карта,Досуг,300,KZT,300,KZT,,
29.10.2021,Расход,Карта,Транспорт,400,KZT,400,KZT,,
28.10.2021,Расход,Карта,Хавчик,200,KZT,200,KZT,,
28.10.2021,Расход,Карта,Продукты,250,KZT,250,KZT,,
28.10.2021,Расход,Карта,Продукты,360,KZT,360,KZT,,
27.10.2021,Расход,Карта,Хавчик,240,KZT,240,KZT,,
27.10.2021,Расход,Карта,Продукты,400,KZT,400,KZT,,
27.10.2021,Расход,Карта,Продукты,380,KZT,380,KZT,,
27.10.2021,Расход,Карта,Транспорт,220,KZT,220,KZT,,
26.10.2021,Расход,Карта,Продукты,1120,KZT,1120,KZT,,
26.10.2021,Расход,Карта,Продукты,1310,KZT,1310,KZT,,
26.10.2021,Расход,Карта,Продукты,380,KZT,380,KZT,,
25.10.2021,Расход,Карта,Хавчик,500,KZT,500,KZT,,
25.10.2021,Расход,Карта,Хавчик,1380,KZT,1380,KZT,,
25.10.2021,Расход,Карта,Продукты,280,KZT,280,KZT,,
24.10.2021,Расход,Карта,Транспорт,500,KZT,500,KZT,,
23.10.2021,Расход,Карта,Хавчик,1300,KZT,1300,KZT,,
22.10.2021,Расход,Карта,Хавчик,2720,KZT,2720,KZT,,
22.10.2021,Расход,Карта,Хавчик,820,KZT,820,KZT,,
21.10.2021,Расход,Карта,Хавчик,650,KZT,650,KZT,,
21.10.2021,Расход,Карта,Транспорт,810,KZT,810,KZT,,
20.10.2021,Расход,Карта,Хавчик,2400,KZT,2400,KZT,,
19.10.2021,Расход,Карта,Хавчик,2340,KZT,2340,KZT,,
19.10.2021,Расход,Карта,Транспорт,2180,KZT,2180,KZT,,
19.10.2021,Расход,Карта,Покупки,800,KZT,800,KZT,,
18.10.2021,Расход,Карта,Транспорт,300,KZT,300,KZT,,
18.10.2021,Расход,Карта,Покупки,6475,KZT,6475,KZT,,
18.10.2021,Расход,Карта,Транспорт,500,KZT,500,KZT,,
,,,,,,,,,
,,,,,,,,,
НАЗВАНИЕ,БАЛАНС,ВАЛЮТА,,,,,,,
Карта,-1622762.41,KZT,,,,,,,
Наличные,0,KZT,,,,,,,